Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/2           std::vector<Coords, std::allocator<Coords> >::vector() [330]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Construct<std::optional<Piece>>(std::optional<Piece>*) [27]
[26]     0.0    0.00    0.00       4         std::optional<Piece>::optional() [26]
                0.00    0.00       4/941300      std::_Optional_base<Piece, true, true>::_Optional_base() [9]
-----------------------------------------------
                0.00    0.00       4/4           std::optional<Piece>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [29]
[27]     0.0    0.00    0.00       4         void std::_Construct<std::optional<Piece>>(std::optional<Piece>*) [27]
                0.00    0.00       4/4           std::optional<Piece>::optional() [26]
                0.00    0.00       4/31637       operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00       1/1           Board::fromString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [13]
[28]     0.0    0.00    0.00       1         Board::Board(unsigned long) [28]
                0.00    0.00       1/1           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(unsigned long, std::allocator<std::optional<Piece> > const&) [31]
                0.00    0.00       1/1           std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::allocator() [356]
                0.00    0.00       1/1           std::allocator<std::optional<Piece> >::allocator() [357]
                0.00    0.00       1/1           std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::vector(unsigned long, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&) [381]
                0.00    0.00       1/65          std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::~vector() [126]
                0.00    0.00       1/61          std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::~allocator() [145]
                0.00    0.00       1/131         std::allocator<std::optional<Piece> >::~allocator() [98]
                0.00    0.00       1/1           std::optional<std::pair<Coords, Coords> >::optional() [385]
                0.00    0.00       1/2           std::vector<Coords, std::allocator<Coords> >::vector() [330]
-----------------------------------------------
                0.00    0.00       1/1           std::optional<Piece>* std::__uninitialized_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [32]
[29]     0.0    0.00    0.00       1         std::optional<Piece>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [29]
                0.00    0.00       4/4           void std::_Construct<std::optional<Piece>>(std::optional<Piece>*) [27]
                0.00    0.00       4/260         std::optional<Piece>* std::__addressof<std::optional<Piece> >(std::optional<Piece>&) [85]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(unsigned long, std::allocator<std::optional<Piece> > const&) [31]
[30]     0.0    0.00    0.00       1         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_default_initialize(unsigned long) [30]
                0.00    0.00       1/1           std::optional<Piece>* std::__uninitialized_default_n_a<std::optional<Piece>*, unsigned long, std::optional<Piece> >(std::optional<Piece>*, unsigned long, std::allocator<std::optional<Piece> >&) [33]
                0.00    0.00       1/134         std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_get_Tp_allocator() [96]
-----------------------------------------------
                0.00    0.00       1/1           Board::Board(unsigned long) [28]
[31]     0.0    0.00    0.00       1         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(unsigned long, std::allocator<std::optional<Piece> > const&) [31]
                0.00    0.00       1/1           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_default_initialize(unsigned long) [30]
                0.00    0.00       1/1           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_S_check_init_len(unsigned long, std::allocator<std::optional<Piece> > const&) [384]
                0.00    0.00       1/65          std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_base(unsigned long, std::allocator<std::optional<Piece> > const&) [122]
-----------------------------------------------
                0.00    0.00       1/1           std::optional<Piece>* std::__uninitialized_default_n_a<std::optional<Piece>*, unsigned long, std::optional<Piece> >(std::optional<Piece>*, unsigned long, std::allocator<std::optional<Piece> >&) [33]
[32]     0.0    0.00    0.00       1         std::optional<Piece>* std::__uninitialized_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [32]
                0.00    0.00       1/1           std::optional<Piece>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [29]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_default_initialize(unsigned long) [30]
[33]     0.0    0.00    0.00       1         std::optional<Piece>* std::__uninitialized_default_n_a<std::optional<Piece>*, unsigned long, std::optional<Piece> >(std::optional<Piece>*, unsigned long, std::allocator<std::optional<Piece> >&) [33]
                0.00    0.00       1/1           std::optional<Piece>* std::__uninitialized_default_n<std::optional<Piece>*, unsigned long>(std::optional<Piece>*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00      16/10354304     std::enable_if<__and_v<std::__not_<std::is_same<std::optional<Piece>, std::remove_cv<std::remove_reference<Piece&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<Piece>, std::is_same<Piece, std::decay<Piece&>::type> > >, std::is_constructible<Piece, Piece&>, std::is_assignable<Piece&, Piece&> >, std::optional<Piece>&>::type std::optional<Piece>::operator=<Piece&>(Piece&) [20]
                0.00    0.00 4706496/10354304     std::optional<Piece>::has_value() const [8]
                0.00    0.00 5647792/10354304     std::optional<Piece>::value() & [4]
[40]     0.0    0.00    0.00 10354304         std::_Optional_base_impl<Piece, std::_Optional_base<Piece, true, true> >::_M_is_engaged() const [40]
-----------------------------------------------
                0.00    0.00 3765200/3765200     Board::getPiece(long long, long long) const [6]
[41]     0.0    0.00    0.00 3765200         std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::operator[](unsigned long) const [41]
-----------------------------------------------
                0.00    0.00 3765200/3765200     Board::getPiece(long long, long long) const [6]
[42]     0.0    0.00    0.00 3765200         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator[](unsigned long) const [42]
-----------------------------------------------
                0.00    0.00 1411944/1411944     Board::loss() const [3]
[43]     0.0    0.00    0.00 1411944         Piece::getEast() const [43]
-----------------------------------------------
                0.00    0.00 1411944/1411944     Board::loss() const [3]
[44]     0.0    0.00    0.00 1411944         Piece::getWest() const [44]
-----------------------------------------------
                0.00    0.00 1411944/1411944     Board::loss() const [3]
[45]     0.0    0.00    0.00 1411944         Piece::getNorth() const [45]
-----------------------------------------------
                0.00    0.00 1411944/1411944     Board::loss() const [3]
[46]     0.0    0.00    0.00 1411944         Piece::getSouth() const [46]
-----------------------------------------------
                0.00    0.00  941300/941300      std::_Optional_payload_base<Piece>::_Optional_payload_base() [11]
[47]     0.0    0.00    0.00  941300         std::_Optional_payload_base<Piece>::_Storage<Piece, true>::_Storage() [47]
-----------------------------------------------
                0.00    0.00      16/359304      Board::setPiece(unsigned long, unsigned long, Piece) [17]
                0.00    0.00  359288/359304      Board::swap(Coords const&, Coords const&) [57]
[48]     0.0    0.00    0.00  359304         std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::operator[](unsigned long) [48]
-----------------------------------------------
                0.00    0.00      16/359304      Board::setPiece(unsigned long, unsigned long, Piece) [17]
                0.00    0.00  359288/359304      Board::swap(Coords const&, Coords const&) [57]
[49]     0.0    0.00    0.00  359304         std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator[](unsigned long) [49]
-----------------------------------------------
                0.00    0.00   50701/168359      Board::solve(unsigned long, float, float, bool) [2]
                0.00    0.00  117658/168359      randomFloat(float, float) [54]
[50]     0.0    0.00    0.00  168359         normalizedRandom() [50]
-----------------------------------------------
                0.00    0.00   30994/151811      void std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [71]
                0.00    0.00   30994/151811      void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [72]
                0.00    0.00   30994/151811      void std::_Construct<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>(std::pair<Coords, Coords>*, std::pair<Coords, Coords>&) [73]
                0.00    0.00   58829/151811      std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
[51]     0.0    0.00    0.00  151811         std::pair<Coords, Coords>& std::forward<std::pair<Coords, Coords>&>(std::remove_reference<std::pair<Coords, Coords>&>::type&) [51]
-----------------------------------------------
                0.00    0.00   30993/151808      std::optional<std::pair<Coords, Coords> >::has_value() const [75]
                0.00    0.00   58829/151808      std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
                0.00    0.00   61986/151808      std::optional<std::pair<Coords, Coords> >::value() & [59]
[52]     0.0    0.00    0.00  151808         std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_is_engaged() const [52]
-----------------------------------------------
                0.00    0.00     240/117898      void std::_Construct<Coords, Coords const&>(Coords*, Coords const&) [93]
                0.00    0.00  117658/117898      std::pair<std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type, std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type> std::make_pair<Coords const&, Coords const&>(Coords const&, Coords const&) [66]
[53]     0.0    0.00    0.00  117898         Coords const& std::forward<Coords const&>(std::remove_reference<Coords const&>::type&) [53]
-----------------------------------------------
                0.00    0.00  117658/117658      Board::get2RandomMovablePieceCoords() const [62]
[54]     0.0    0.00    0.00  117658         randomFloat(float, float) [54]
                0.00    0.00  117658/168359      normalizedRandom() [50]
-----------------------------------------------
                0.00    0.00  117658/117658      Board::get2RandomMovablePieceCoords() const [62]
[55]     0.0    0.00    0.00  117658         std::vector<Coords, std::allocator<Coords> >::operator[](unsigned long) const [55]
-----------------------------------------------
                0.00    0.00      27/89848       std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_move_assign(std::_Optional_payload_base<std::pair<Coords, Coords> >&&) [258]
                0.00    0.00   89821/89848       std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_get() [58]
[56]     0.0    0.00    0.00   89848         std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_get() [56]
-----------------------------------------------
                0.00    0.00   30993/89822       Board::reverseLastRandomSwap() [74]
                0.00    0.00   58829/89822       Board::randomSwap() [61]
[57]     0.0    0.00    0.00   89822         Board::swap(Coords const&, Coords const&) [57]
                0.00    0.00  359288/359304      std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::operator[](unsigned long) [48]
                0.00    0.00  359288/359304      std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::operator[](unsigned long) [49]
-----------------------------------------------
                0.00    0.00   27835/89821       std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
                0.00    0.00   61986/89821       std::optional<std::pair<Coords, Coords> >::value() & [59]
[58]     0.0    0.00    0.00   89821         std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_get() [58]
                0.00    0.00   89821/89848       std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_get() [56]
-----------------------------------------------
                0.00    0.00   61986/61986       Board::reverseLastRandomSwap() [74]
[59]     0.0    0.00    0.00   61986         std::optional<std::pair<Coords, Coords> >::value() & [59]
                0.00    0.00   61986/151808      std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_is_engaged() const [52]
                0.00    0.00   61986/89821       std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_get() [58]
-----------------------------------------------
                0.00    0.00      15/58864       std::vector<Coords, std::allocator<Coords> >::vector(std::vector<Coords, std::allocator<Coords> > const&) [242]
                0.00    0.00      20/58864       std::vector<Coords, std::allocator<Coords> >::_M_check_len(unsigned long, char const*) const [299]
                0.00    0.00   58829/58864       Board::get2RandomMovablePieceCoords() const [62]
[60]     0.0    0.00    0.00   58864         std::vector<Coords, std::allocator<Coords> >::size() const [60]
-----------------------------------------------
                0.00    0.00   58829/58829       Board::solve(unsigned long, float, float, bool) [2]
[61]     0.0    0.00    0.00   58829         Board::randomSwap() [61]
                0.00    0.00   58829/58829       Board::get2RandomMovablePieceCoords() const [62]
                0.00    0.00   58829/58829       std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
                0.00    0.00   58829/89822       Board::swap(Coords const&, Coords const&) [57]
-----------------------------------------------
                0.00    0.00   58829/58829       Board::randomSwap() [61]
[62]     0.0    0.00    0.00   58829         Board::get2RandomMovablePieceCoords() const [62]
                0.00    0.00  117658/117658      randomFloat(float, float) [54]
                0.00    0.00  117658/117658      std::vector<Coords, std::allocator<Coords> >::operator[](unsigned long) const [55]
                0.00    0.00   58829/58864       std::vector<Coords, std::allocator<Coords> >::size() const [60]
                0.00    0.00   58829/58829       std::pair<std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type, std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type> std::make_pair<Coords const&, Coords const&>(Coords const&, Coords const&) [66]
-----------------------------------------------
                0.00    0.00   58829/58829       std::pair<std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type, std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type> std::make_pair<Coords const&, Coords const&>(Coords const&, Coords const&) [66]
[63]     0.0    0.00    0.00   58829         std::pair<Coords, Coords>::pair<Coords, Coords, true>(Coords const&, Coords const&) [63]
-----------------------------------------------
                0.00    0.00   58829/58829       Board::randomSwap() [61]
[64]     0.0    0.00    0.00   58829         std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
                0.00    0.00   58829/151808      std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_is_engaged() const [52]
                0.00    0.00   58829/151811      std::pair<Coords, Coords>& std::forward<std::pair<Coords, Coords>&>(std::remove_reference<std::pair<Coords, Coords>&>::type&) [51]
                0.00    0.00   30994/30994       void std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [71]
                0.00    0.00   27835/89821       std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_get() [58]
                0.00    0.00   27835/27835       std::pair<Coords, Coords>::operator=(std::pair<Coords, Coords> const&) [80]
-----------------------------------------------
                0.00    0.00   58829/58829       Board::solve(unsigned long, float, float, bool) [2]
[65]     0.0    0.00    0.00   58829         std::abs(float) [65]
-----------------------------------------------
                0.00    0.00   58829/58829       Board::get2RandomMovablePieceCoords() const [62]
[66]     0.0    0.00    0.00   58829         std::pair<std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type, std::__strip_reference_wrapper<std::decay<Coords const&>::type>::__type> std::make_pair<Coords const&, Coords const&>(Coords const&, Coords const&) [66]
                0.00    0.00  117658/117898      Coords const& std::forward<Coords const&>(std::remove_reference<Coords const&>::type&) [53]
                0.00    0.00   58829/58829       std::pair<Coords, Coords>::pair<Coords, Coords, true>(Coords const&, Coords const&) [63]
-----------------------------------------------
                0.00    0.00   50701/50701       Board::solve(unsigned long, float, float, bool)::{lambda(float, float)#1}::operator()(float, float) const [68]
[67]     0.0    0.00    0.00   50701         std::exp(float) [67]
-----------------------------------------------
                0.00    0.00   50701/50701       Board::solve(unsigned long, float, float, bool) [2]
[68]     0.0    0.00    0.00   50701         Board::solve(unsigned long, float, float, bool)::{lambda(float, float)#1}::operator()(float, float) const [68]
                0.00    0.00   50701/50701       std::exp(float) [67]
-----------------------------------------------
                0.00    0.00       1/31637       void std::_Construct<std::pair<Coords, Coords>, std::pair<Coords, Coords> >(std::pair<Coords, Coords>*, std::pair<Coords, Coords>&&) [386]
                0.00    0.00       4/31637       void std::_Construct<std::optional<Piece>>(std::optional<Piece>*) [27]
                0.00    0.00      16/31637       void std::_Construct<Piece, Piece&>(Piece*, Piece&) [221]
                0.00    0.00      31/31637       void __gnu_cxx::new_allocator<Piece>::construct<Piece, Piece>(Piece*, Piece&&) [162]
                0.00    0.00      31/31637       void __gnu_cxx::new_allocator<Coords>::construct<Coords, Coords>(Coords*, Coords&&) [163]
                0.00    0.00      64/31637       void std::_Construct<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&>(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&) [135]
                0.00    0.00     240/31637       void std::_Construct<Coords, Coords const&>(Coords*, Coords const&) [93]
                0.00    0.00     256/31637       void std::_Construct<std::optional<Piece>, std::optional<Piece> const&>(std::optional<Piece>*, std::optional<Piece> const&) [88]
                0.00    0.00   30994/31637       void std::_Construct<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>(std::pair<Coords, Coords>*, std::pair<Coords, Coords>&) [73]
[69]     0.0    0.00    0.00   31637         operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00       1/30995       void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords> >(std::pair<Coords, Coords>&&) [370]
                0.00    0.00   30994/30995       void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [72]
[70]     0.0    0.00    0.00   30995         std::pair<Coords, Coords>* std::__addressof<std::pair<Coords, Coords> >(std::pair<Coords, Coords>&) [70]
-----------------------------------------------
                0.00    0.00   30994/30994       std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
[71]     0.0    0.00    0.00   30994         void std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [71]
                0.00    0.00   30994/151811      std::pair<Coords, Coords>& std::forward<std::pair<Coords, Coords>&>(std::remove_reference<std::pair<Coords, Coords>&>::type&) [51]
                0.00    0.00   30994/30994       void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [72]
-----------------------------------------------
                0.00    0.00   30994/30994       void std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [71]
[72]     0.0    0.00    0.00   30994         void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [72]
                0.00    0.00   30994/151811      std::pair<Coords, Coords>& std::forward<std::pair<Coords, Coords>&>(std::remove_reference<std::pair<Coords, Coords>&>::type&) [51]
                0.00    0.00   30994/30994       void std::_Construct<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>(std::pair<Coords, Coords>*, std::pair<Coords, Coords>&) [73]
                0.00    0.00   30994/30995       std::pair<Coords, Coords>* std::__addressof<std::pair<Coords, Coords> >(std::pair<Coords, Coords>&) [70]
-----------------------------------------------
                0.00    0.00   30994/30994       void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [72]
[73]     0.0    0.00    0.00   30994         void std::_Construct<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>(std::pair<Coords, Coords>*, std::pair<Coords, Coords>&) [73]
                0.00    0.00   30994/151811      std::pair<Coords, Coords>& std::forward<std::pair<Coords, Coords>&>(std::remove_reference<std::pair<Coords, Coords>&>::type&) [51]
                0.00    0.00   30994/31637       operator new(unsigned long, void*) [69]
-----------------------------------------------
                0.00    0.00   30993/30993       Board::solve(unsigned long, float, float, bool) [2]
[74]     0.0    0.00    0.00   30993         Board::reverseLastRandomSwap() [74]
                0.00    0.00   61986/61986       std::optional<std::pair<Coords, Coords> >::value() & [59]
                0.00    0.00   30993/30993       std::optional<std::pair<Coords, Coords> >::has_value() const [75]
                0.00    0.00   30993/89822       Board::swap(Coords const&, Coords const&) [57]
                0.00    0.00   30993/30993       std::optional<std::pair<Coords, Coords> >::operator=(std::nullopt_t) [79]
-----------------------------------------------
                0.00    0.00   30993/30993       Board::reverseLastRandomSwap() [74]
[75]     0.0    0.00    0.00   30993         std::optional<std::pair<Coords, Coords> >::has_value() const [75]
                0.00    0.00   30993/151808      std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_is_engaged() const [52]
-----------------------------------------------
                0.00    0.00   30993/30993       std::optional<std::pair<Coords, Coords> >::operator=(std::nullopt_t) [79]
[76]     0.0    0.00    0.00   30993         std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_reset() [76]
                0.00    0.00   30993/30993       std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_reset() [78]
-----------------------------------------------
                0.00    0.00   30993/30993       std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_reset() [78]
[77]     0.0    0.00    0.00   30993         std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_destroy() [77]
-----------------------------------------------
                0.00    0.00   30993/30993       std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_reset() [76]
[78]     0.0    0.00    0.00   30993         std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_reset() [78]
                0.00    0.00   30993/30993       std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_destroy() [77]
-----------------------------------------------
                0.00    0.00   30993/30993       Board::reverseLastRandomSwap() [74]
[79]     0.0    0.00    0.00   30993         std::optional<std::pair<Coords, Coords> >::operator=(std::nullopt_t) [79]
                0.00    0.00   30993/30993       std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_reset() [76]
-----------------------------------------------
                0.00    0.00   27835/27835       std::enable_if<__and_v<std::__not_<std::is_same<std::optional<std::pair<Coords, Coords> >, std::remove_cv<std::remove_reference<std::pair<Coords, Coords>&>::type>::type> >, std::__not_<std::__and_<std::is_scalar<std::pair<Coords, Coords> >, std::is_same<std::pair<Coords, Coords>, std::decay<std::pair<Coords, Coords>&>::type> > >, std::is_constructible<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>, std::is_assignable<std::pair<Coords, Coords>&, std::pair<Coords, Coords>&> >, std::optional<std::pair<Coords, Coords> >&>::type std::optional<std::pair<Coords, Coords> >::operator=<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&) [64]
[80]     0.0    0.00    0.00   27835         std::pair<Coords, Coords>::operator=(std::pair<Coords, Coords> const&) [80]
-----------------------------------------------
                0.00    0.00       8/648         std::optional<Piece> const* std::__niter_base<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >) [291]
